SOURCE_CHAIN,SOURCE_TRANSACTION_HASH,DESTINATION_CHAIN,DESTINATION_TRANSACTION_HASH,SENDER_WALLET,SOURCE_TIMESTAMP_UTC,PROJECT,NATIVE_DROP_USD,STARGATE_SWAP_USD,SOURCE_TIMESTAMP_NUMERIC,Cluster_Label
Arbitrum,0xa63dcf50d09f2f75e97d8afd72cd76a1e8f03bfde39f165b56646547e984a88f,,0x442663ba7bbecda8f538bde26ce75ea668a23a541d1b65c6240fdc10f0b1462b,0x3eeea5649a907ee5650393463c6d59bea6810db7,2024-01-17 04:23:34,Aptos Bridge,,,1705465414,272
Arbitrum,0x5c7598698302bd59f53232cd1ee210064f39360350f2461f6a39c147cf6f6228,,0xe1fd6b7c7b2625be17d6e01bbd728635d812a36d85de14f16f43863507e68984,0x80ece7d743fe70ae96a02c558152805e735a110b,2024-01-17 04:23:34,Aptos Bridge,,,1705465414,272
Arbitrum,0xa09c432f3f8d68001e0809cdfbc3fd91873706b57dfeab77b8d2d6e21e6403aa,,0xd7a499f12e619f02bae1e196854e902ed91c610861a1b427051e1d54c5c52826,0x576ec1153c25eeb36894a6d933834fa7fbd3c99a,2024-01-17 04:23:34,Aptos Bridge,,,1705465414,272
Arbitrum,0x9213926d70f1fb8a958ff7219792b6b510413360b2a5a6016c21fe82e579ee55,,0xf82086bbc241fa336601a55dd93d97575367b4a3713446ffd17005888ce4a1df,0x8cc5473d7bce0ea5558bcd6bfe6e6e71b6085659,2024-01-17 04:23:36,Aptos Bridge,,,1705465416,272
Arbitrum,0x1153b39f493bb9533a73760e7f9fd5e896858975f3d570deae063b16cb5843f4,,0xfc86102ca3dd62fbd4331616308b87cdbad10076c1d6513e25e6458504beda16,0xa536475a8b136cb64cc5315c46a4c0ddae0f69f3,2024-01-17 04:23:34,Aptos Bridge,,,1705465414,272
Arbitrum,0x6e5003953bc022f2d5a3320c8460cb35bd1dfb856424c67b0c10838c1a424734,,0xa697e9d8bcfc06201d698ae10497ede90a893c6f16a17ecd29e9ee05cf00d221,0xbd4d8120da9b91088919119b4190724a890e17c4,2024-01-17 04:23:34,Aptos Bridge,,,1705465414,272
Arbitrum,0xc71d4627e315051e196dcc4bfd89d2ca070d4b27bee64dff67fdf7ab18278463,,0xeb93da2c10eda106f8ef59dbe715997c1df6cf10abe4d193bf1c3b634055fb1e,0x2e264e416e9a74e1e3b718e8ba6da74e2646fb62,2024-01-17 04:23:35,Aptos Bridge,,,1705465415,272
Arbitrum,0xd09e5e0158d97298a6b46def08bd45008447cb480e8d4379af4c2d0c3e202ad5,,0xa9929bda7651eec249651a2ff2d7d2a337bc9faaa29de221e73ec722f8185015,0x0cbba9d0b977be93800e8cce780a7a35e67546a9,2024-01-17 04:23:34,Aptos Bridge,,,1705465414,272
Arbitrum,0x161eddcb4c193259e2ff5f1062eef72a656d9b70a3da8c345ae5f2410ecf43d7,,0xda3300109446148b6f06b6fa920137d323da8e0d63f7c4993bf6143e650822bc,0x3d8b7308c88dfc5a0cd2936415e6ae824fa66ca0,2024-01-17 04:23:34,Aptos Bridge,,,1705465414,272
Arbitrum,0x66efea7188dca554865114495ee172acdbbbc2732774e7df454d24100030dbbd,,0xa18c09f156a5f12b14c3718008db35e09ae93b2d3a08f871613c205f6881c38a,0x5bb4916d2862a975f99fdc7a98d467777e7219b3,2024-01-17 04:23:34,Aptos Bridge,,,1705465414,272
Arbitrum,0x69dd30f8c39a71ad78782a166696c127f5a427be9ca89ace41ac09388d18ce66,,0x462c041c3a10168dbe4474192d3bf8e2358f5c3f7f1fa709ed3dd292bc44bba6,0x9849e80f542ce22336f6a5720f1455b800c9560b,2024-01-17 06:21:38,Aptos Bridge,,,1705472498,271
Arbitrum,0x820e1125ddb736a09233fca8a9b35982a31321ad9b8d2545bb883389940a2d80,,0xa7e28fe4b8698fe01048c8f95a01d826eb834c763ff89d3f5fb9805de933877a,0x13a514c0cc7164c5f95e6a0419793e16763e77ca,2024-01-17 06:21:38,Aptos Bridge,,,1705472498,271
Arbitrum,0x82d9fa57a86569b9be6f77d42ff7ffcab1ea72b0ee769696c00cc045413a8c2b,,0x6824106528c1ce97814cf3110b35ca4ba78fc3e4b841f5995e8689b00b2295cf,0xb062050000307cc59424c773e0ed8ca921ef6e3d,2024-01-17 06:21:39,Aptos Bridge,,,1705472499,271
Arbitrum,0x5b05e0e538d78f0a4b5326a5c230bcc82b0714ea8215d23d992c0fcd1e54f2a7,,0xcd4ac94ecda9ec51ca80cbe8018950703b4fce40afcfad655fe7e09d58e5814e,0x41ca24ef3bbc604c3671256b3f9b058243fe10b4,2024-01-17 06:21:38,Aptos Bridge,,,1705472498,271
Arbitrum,0x4143c4dc9c22fa5c6ee22c06fe4b013d9e9304abf0a746968c519d521cc4d0ef,,0x64c5c9a32d293a55e2d206175d8ab5665ef259d6cd3bace37a2da96d8f6c7261,0x82ff7d3f42631cafc11176530e0be8c4c9bfd7a9,2024-01-17 06:21:40,Aptos Bridge,,,1705472500,271
